"parkrecordid","recordcode","recordstate","d","entryid","exitid","entrydatasource","exitdatasource","entrytime","exittime","parkid","berthid","carid","platenumber","cartype","carcolor","shouldpay","actualpay","agiopay","illegal","createdtime","operationid","updatedtime","parktype","areaid","parentparkid","tag","mq_time","etl_time","production_time","state","dt"
"1646551563341824028","b68f6a384a044d40987173b3201928ae","0","\N","1646551547112138989","1646968020289803513","11","11","2019-10-05 19:08:59","2019-10-10 09:28:37","1636941515753919003","1636941694781539593","1966446798558171264","京N32NN6","0","\N","0","0","0","0","2019-10-05 19:12:16","1593521378449416192","2019-10-10 09:31:40","1","281479271874560","1636941374525411866","update","1570671100963","2019-10-11 00:56:51","1570671100936","1","20191010"
"1646554432065586990","5526b2ca3d2c447ea87061171d6ee8e4","0","\N","1646554432052996437","1646959135476755162","11","9","2019-10-05 19:52:50","2019-10-10 06:15:40","1622626089486299225","1622638393280008868","1966446040802921984","京NHV551","0","\N","0","0","0","\N","2019-10-05 19:57:52","1593521378449416192","2019-10-10 07:10:27","1","281479271809024","1621246474194010363","update","1570662627733","2019-10-11 00:56:51","1570662627724","1","20191010"
"1646558415106512019","8ef160e3d32347529424defedac5c874","0","\N","1646558415096207043","1646992933542243851","11","11","2019-10-05 20:56:10","2019-10-10 16:02:38","1637299769537336819","1637303478860302871","1966454668303847936","京PC7Y89","0","\N","0","0","0","\N","2019-10-05 21:01:11","1593521378449416192","2019-10-10 16:07:40","1","281479272005632","1637291840635540865","update","1570694860079","2019-10-11 00:56:51","1570694860072","1","20191010"
"1646560173844417933","85261fcf9b8d47bfa3cc2baa7c186a5d","0","\N","1646560173829742475","1647012045639199186","11","11","2019-10-05 21:24:07","2019-10-10 21:06:25","1637382969502603134","1637383411539297782","1966446315687170432","京NPV888","0","\N","0","0","0","\N","2019-10-05 21:29:08","1593521378449416192","2019-10-10 21:11:26","1","281479272071168","1637371616380458681","update","1570713086802","2019-10-11 00:56:51","1570713086789","1","20191010"
"1646560998237833933","4a19355891864de38c4c42f2367280c3","0","\N","1646560998225423269","1646959251828845430","11","9","2019-10-05 21:37:12","2019-10-10 06:15:30","1621247317182005510","1621264803870629959","1966446727420989952","京N1TM69","0","\N","0","0","0","\N","2019-10-05 21:42:14","1593521378449416192","2019-10-10 07:12:18","1","281479271809024","1621246474194010363","update","1570662738703","2019-10-11 00:56:51","1570662738697","1","20191010"
"1646561522459776954","433c76d908d744fe9f265cadca4cd5ca","0","\N","1646561522448412101","1646966970572940772","11","11","2019-10-05 21:45:32","2019-10-10 09:09:58","1636860605594472868","1636861118095475220","1966459958109671680","京Q21657","0","\N","0","0","0","\N","2019-10-05 21:50:34","1593521378449416192","2019-10-10 09:14:59","1","281479272005632","1636857280853578132","update","1570670099863","2019-10-11 00:56:51","1570670099857","1","20191010"
"1646564208141834769","61027767517b439283e3b7b9adbfc057","0","\N","1646564208131516505","1647009702219702153","11","9","2019-10-05 22:28:12","2019-10-10 20:06:20","1622616169101935259","1622623838405659373","1966437007683522048","京LA8671","0","\N","0","0","0","\N","2019-10-05 22:33:16","1593521378449416192","2019-10-10 20:34:11","1","281479271743488","1622614835672924815","update","1570710851923","2019-10-11 00:56:51","1570710851916","1","20191010"
"1646564345406898469","1bb30c456eb7490b82ad4e51c08e6cf6","0","\N","1646564345394309333","1647008406610715059","11","9","2019-10-05 22:32:10","2019-10-10 19:56:20","1636658493724954630","1636658956823349729","1966446970384323072","京N820Z9","0","\N","0","0","0","\N","2019-10-05 22:35:27","1593521378449416192","2019-10-10 20:13:36","1","281479272005632","1636658439046959106","update","1570709616925","2019-10-11 00:56:51","1570709616333","1","20191010"
"1646567293245554660","11293e2929fe49d1a279c0a7d872e56e","0","\N","1646567293231913172","1647003792686522846","11","11","2019-10-05 23:19:16","2019-10-10 18:55:14","1636942240252826150","1636942279312328095","1966459886103908736","京Q0PB28","0","\N","0","0","0","\N","2019-10-05 23:22:18","1593521378449416192","2019-10-10 19:00:48","1","281479271874560","1636941374525411866","update","1570705248410","2019-10-11 00:56:51","1570705248396","1","20191010"
"1646568332687219789","a0113a9822c240d080ac13c648dc755f","0","\N","1646568332676913882","1646963779722620391","11","11","2019-10-05 23:33:45","2019-10-10 08:19:13","1637216285738276002","1637216301537216197","1966437659170017280","京LT3335","0","\N","0","0","0","\N","2019-10-05 23:38:49","1593521378449416192","2019-10-10 08:24:16","1","281479272005632","1637216137219019929","update","1570667056828","2019-10-11 00:56:51","1570667056821","1","20191010"
"1646568342422196144","bd85e50b7a5a43bc9643d35d7799190c","0","\N","1646568342415039200","1646960465404582099","9","11","2019-10-05 23:34:20","2019-10-10 07:26:34","1622062087597240341","1622062226214852322","1966459409687252736","京QM62H3","0","\N","0","0","0","\N","2019-10-05 23:38:58","1593521378449416192","2019-10-10 07:31:36","1","281479271809024","1621239431020167350","update","1570663896050","2019-10-11 00:56:51","1570663896039","1","20191010"
"1646597746263230144","8c44461edb9b4bf99322e79ce4eb419d","0","\N","1646597746257124045","1646966127269326572","9","11","2019-10-06 07:25:20","2019-10-10 08:56:33","1620629310836588595","1620629332315604019","2334585350527656576","鲁G5255警","1","\N","0","0","0","\N","2019-10-06 07:26:20","1593521378449416192","2019-10-10 09:01:35","1","281479271809024","1620627982328545330","update","1570669295636","2019-10-11 00:56:51","1570669295625","1","20191010"
"1646599100104002386","44a9d0433b7a4e1180be85369744301e","0","\N","1646599100092458969","1646972471926925225","11","11","2019-10-06 07:42:49","2019-10-10 10:37:24","1635590443881861463","1635590569993095423","1968659120616181888","冀E68A96","0","\N","0","0","0","\N","2019-10-06 07:47:51","1593521378449416192","2019-10-10 10:42:26","1","281479272005632","1635590291294130515","update","1570675346363","2019-10-11 00:56:51","1570675346351","1","20191010"
"1646606296218771058","dbcb7c9131d04ebb85e78e0065455b43","0","\N","1646606296211609705","1646960832658889799","9","11","2019-10-06 09:40:20","2019-10-10 07:32:24","1622361766248624195","1622361884543770945","1966454976157274496","京PL2E28","0","\N","0","0","0","\N","2019-10-06 09:42:14","1593521378449416192","2019-10-10 07:37:26","1","281479271809024","1621236720895803558","update","1570664246288","2019-10-11 00:56:51","1570664246283","1","20191010"
"1646612418644492650","d4ba6814f62c402999ca2abb97dbb423","0","\N","1646612418632963648","1646968354852643438","12","12","2019-10-06 11:14:28","2019-10-10 09:35:03","1636123342993494514","1636124373266644993","1966432850157244800","京KH8758","0","\N","0","0","0","\N","2019-10-06 11:19:33","1593521378449416192","2019-10-10 09:37:05","1","281479272005632","1636123224909156849","update","1570671425126","2019-10-11 00:56:51","1570671425116","1","20191010"
"1646614427728704037","6d80ce472a864038b60d33dd9d09fc5a","0","\N","1646614427719249622","1646960842023708311","11","11","2019-10-06 11:46:24","2019-10-10 07:32:31","1637216285738276002","1637216301975520996","1966441436325400576","京MBU385","0","\N","0","0","0","\N","2019-10-06 11:51:29","1593521378449416192","2019-10-10 07:37:35","1","281479272005632","1637216137219019929","update","1570664255231","2019-10-11 00:56:51","1570664255218","1","20191010"
"1646615334380991497","c86c1b007fb849fe8dfcfaca5cae00e2","0","\N","1646615334370485735","1646990100709319075","11","11","2019-10-06 12:02:50","2019-10-10 15:17:36","1636942240252826150","1636942279236830616","1966433434536988928","京KY9527","0","\N","0","0","0","\N","2019-10-06 12:05:53","1593521378449416192","2019-10-10 15:22:38","1","281479271874560","1636941374525411866","update","1570692158478","2019-10-11 00:56:51","1570692158462","1","20191010"
"1646616409713313185","915328507a584f88bbc6a23f6a6db686","0","\N","1646616409703001671","1646990109716586950","11","11","2019-10-06 12:17:57","2019-10-10 15:17:45","1621236939902435495","1622355138934087858","1966446898416472448","京N6QN68","0","\N","0","0","0","\N","2019-10-06 12:22:59","1593521378449416192","2019-10-10 15:22:47","1","281479271809024","1621236720895803558","update","1570692167084","2019-10-11 00:56:51","1570692167060","1","20191010"
"1646616960871076784","ed0ee186f4b5481d82b96c081e0904ef","0","\N","1646616960860772908","1646965002085410411","12","12","2019-10-06 12:26:42","2019-10-10 08:43:14","1637374523292128997","1637374676060258374","1966433603924054272","京K30787","0","\N","0","0","0","\N","2019-10-06 12:31:45","1593521378449416192","2019-10-10 08:43:42","1","281479271940096","1637373881900209884","update","1570668222570","2019-10-11 00:56:51","1570668222556","1","20191010"
"1646617806664009812","75f749b0748b4542995f1040d49f74d9","0","\N","1646617806652657738","1646939457682495209","11","11","2019-10-06 12:39:58","2019-10-10 01:52:35","1621240916238942407","1621240939709205851","1966460063040540928","京Q58TX7","0","\N","0","0","0","\N","2019-10-06 12:45:11","1593521378449416192","2019-10-10 01:57:41","1","281479271743488","1621235812324622500","update","1570643861534","2019-10-11 00:56:51","1570643861515","1","20191010"
"1646618220385962273","3dbb4e713b9045ed83578d409d5c11b1","0","\N","1646618220379853682","1646966177539108716","9","9","2019-10-06 11:36:30","2019-10-10 08:59:25","1637214495224501311","1637214522180289671","1966459236810821632","京QH20T5","0","\N","0","0","0","\N","2019-10-06 12:51:46","1593521378449416192","2019-10-10 09:02:23","1","281479272005632","1634136688099463229","update","1570669343563","2019-10-11 00:56:51","1570669343556","1","20191010"
"1646618730891479553","e5bc86d2feb44e49b22280ebdfa75878","0","\N","1646618730884313037","1647007957247667629","9","9","2019-10-06 11:36:30","2019-10-10 19:50:20","1637215011182613605","1637215035817903437","1966397453186420608","京CBK884","0","\N","0","0","0","\N","2019-10-06 12:59:53","1593521378449416192","2019-10-10 20:06:27","1","281479272005632","1634136688099463229","update","1570709187994","2019-10-11 00:56:51","1570709187978","1","20191010"
"1646619786936679501","9a5b5753131645ff88aa2c44d531f560","0","\N","1646619786926186152","1646932928273145556","12","12","2019-10-06 13:11:35","2019-10-10 00:11:16","1637401853291008301","1638849565406929219","1966454764156260480","京PFG876","0","\N","0","0","0","\N","2019-10-06 13:16:40","1593521378449416192","2019-10-10 00:20:48","1","281479271940096","1637400242828218620","update","1570638048949","2019-10-11 00:56:51","1570638048934","1","20191010"
"1646620896465338697","b6a1d3fda84a49f686637b06db7b81f7","0","\N","1646620859144417145","1646971027806038591","12","9","2019-10-06 13:28:11","2019-10-10 09:49:47","1620093339794686054","1620093368608490560","1966460097662078336","京Q69QC0","0","\N","0","0","0","0","2019-10-06 13:34:17","1593521378449416192","2019-10-10 10:19:29","1","281479271809024","1620093252615028837","update","1570673969182","2019-10-11 00:56:51","1570673969175","1","20191010"
"1646623292908204660","cbd63213c35d4036b979766acb52522e","0","\N","1646623292897712634","1646959153609793479","11","9","2019-10-06 14:07:21","2019-10-10 06:15:40","1622626089486299225","1622638393299182320","1966446793976123520","京N3LE16","0","\N","0","0","0","\N","2019-10-06 14:12:23","1593521378449416192","2019-10-10 07:10:45","1","281479271809024","1621246474194010363","update","1570662645020","2019-10-11 00:56:51","1570662645011","1","20191010"
"1646624001180398539","54a3ddaa5add4348a8714feb978f521c","0","\N","1646624001169893273","1646960856358804600","12","12","2019-10-06 14:18:33","2019-10-10 07:35:53","1621726446004224280","1621877001790948717","1966446628412363264","京NY8779","0","\N","0","0","0","\N","2019-10-06 14:23:39","1593521378449416192","2019-10-10 07:37:48","1","281479271809024","1621722953411477779","update","1570664268906","2019-10-11 00:56:51","1570664268885","1","20191010"
"1646625379697988287","91f748f5235b4845bb49c1277d366303","0","\N","1646625379686636080","1646966119463726807","11","11","2019-10-06 14:40:30","2019-10-10 08:56:25","1637393557089816598","1637393576972960663","1966455766208826752","京P810U0","0","\N","0","0","0","\N","2019-10-06 14:45:33","1593521378449416192","2019-10-10 09:01:34","1","281479271940096","1637393391130644496","update","1570669294988","2019-10-11 00:56:51","1570669294980","1","20191010"
"1646626044763604761","872c7bfbc5f04a7d93eda49e5328e8ee","0","\N","1646626044753305474","1646957867238775279","11","11","2019-10-06 14:51:06","2019-10-10 06:45:16","1637209099180053412","1637209141097975730","1966459204345056640","京QG9780","0","\N","0","0","0","\N","2019-10-06 14:56:08","1593521378449416192","2019-10-10 06:50:18","1","281479272005632","1637205058197787512","update","1570661418245","2019-10-11 00:56:51","1570661418238","1","20191010"
"1646627582780282619","ae59f7b139674e058bb965b0d0555eb3","0","\N","1646627582769963947","1646975211986049168","12","12","2019-10-06 15:15:30","2019-10-10 11:25:31","1622361766248624195","1622361884614336851","1966460199145738752","京Q93XZ9","0","\N","0","0","0","\N","2019-10-06 15:20:34","1593521378449416192","2019-10-10 11:25:59","1","281479271809024","1621236720895803558","update","1570677959557","2019-10-11 00:56:51","1570677959548","1","20191010"
"1646628275413154709","dfffe25d3dca4e4a8d50f5bf6eeb81b0","0","\N","1646628275401599041","1646961399245394145","11","11","2019-10-06 15:26:33","2019-10-10 07:41:22","1637377075434886893","1637377394214617372","1966446794506702848","京N3NB15","0","\N","0","0","0","\N","2019-10-06 15:31:35","1593521378449416192","2019-10-10 07:46:26","1","281479271940096","1637373881900209884","update","1570664786627","2019-10-11 00:56:51","1570664786618","1","20191010"
"1646629268260297272","671e84d0a53a4a618bf060011e2c78fa","0","\N","1646629268248932318","1646958428624332528","11","11","2019-10-06 15:42:20","2019-10-10 06:54:12","1637397133214224546","1637397180703230187","1966446588134429184","京NXM159","0","\N","0","0","0","\N","2019-10-06 15:47:22","1593521378449416192","2019-10-10 06:59:13","1","281479271940096","1637396321374179447","update","1570661953637","2019-10-11 00:56:51","1570661953616","1","20191010"
"1646629294919293507","2343f05111c54be8b7235a5b1fd94913","0","\N","1646629294907924503","1646985816239332806","11","9","2019-10-06 15:42:45","2019-10-10 14:13:15","1636945093064266365","1636945141154105371","1966446417682042496","京NSR312","0","\N","0","0","0","\N","2019-10-06 15:47:47","1593521378449416192","2019-10-10 14:14:32","1","281479271940096","1636943853711397456","update","1570688072482","2019-10-11 00:56:51","1570688072473","1","20191010"
"1646629345256180997","275a4d897468404380bf9e570b85d81e","0","\N","1646629345244815510","1646984374549045209","11","11","2019-10-06 15:43:32","2019-10-10 13:46:34","1637377715434297076","1637377766784156043","1966446759106776832","京N2JR13","0","\N","0","0","0","\N","2019-10-06 15:48:35","1593521378449416192","2019-10-10 13:51:37","1","281479271940096","1637373881900209884","update","1570686697648","2019-10-11 00:56:51","1570686697572","1","20191010"
"1646629517634928094","7918465acc3b4d7787aea7e19c9d6768","0","\N","1646629517626516026","1646964700097632820","9","9","2019-10-06 15:03:45","2019-10-10 08:27:55","1621236939902435495","1622355279668404411","1966455350939422720","京PWQ095","0","\N","0","0","0","\N","2019-10-06 15:51:20","1593521378449416192","2019-10-10 08:38:54","1","281479271809024","1621236720895803558","update","1570667934587","2019-10-11 00:56:51","1570667934575","1","20191010"
"1646629532006518121","965aae0c8c5642e9889f7a84be503336","0","\N","1646629523487007309","1646980418080954993","11","9","2019-10-06 15:46:22","2019-10-10 09:49:21","1635588952175546688","1635588990446520408","1966433262471926144","京KT8608","0","\N","0","0","0","\N","2019-10-06 15:51:33","1593521378449416192","2019-10-10 12:48:44","1","281479272005632","1635588691696685370","update","1570682924400","2019-10-11 00:56:51","1570682924389","1","20191010"
"1646629833322348936","1ec77a756c074dd0b504659d1e9951ad","0","\N","1646629833299272847","1646961995654439134","11","11","2019-10-06 15:51:19","2019-10-10 07:50:54","1637391682050332920","1637391887311225319","1966446934361575040","京N7WB12","0","\N","0","0","0","\N","2019-10-06 15:56:21","1593521378449416192","2019-10-10 07:55:55","1","281479271940096","1637388689193179224","update","1570665355407","2019-10-11 00:56:51","1570665355397","1","20191010"
"1646630574826029012","9c72729c1e7c4565b371ab4dfbba0702","0","\N","1646630574818677063","1646958527070952666","9","9","2019-10-06 15:02:20","2019-10-10 06:10:55","1637209269213991846","1637209299529420762","1966445940624035200","京NE6G30","0","\N","0","0","0","\N","2019-10-06 16:08:08","1593521378449416192","2019-10-10 07:00:47","1","281479272005632","1637208069973349283","update","1570662047515","2019-10-11 00:56:51","1570662047501","1","20191010"
"1646630641739857906","0ccfe241e7dc43b998d1b259eb182923","0","\N","1646630641728301787","1646979094598737490","11","11","2019-10-06 16:04:08","2019-10-10 12:22:17","1622418351377629743","1622789241024897799","1966429070843973888","京JZ9257","0","\N","0","0","0","\N","2019-10-06 16:09:12","1593521378449416192","2019-10-10 12:27:58","1","281479271743488","1621154995146604629","update","1570681678295","2019-10-11 00:56:51","1570681678291","1","20191010"
"1646631024397557094","0d6cdf7f974d4c2380718b49abc11b07","0","\N","1646631024387249405","1646971978630636235","11","11","2019-10-06 16:10:15","2019-10-10 10:29:34","1622621931282907831","1622621947838859798","1966442092658446848","京MU7769","0","\N","0","0","0","\N","2019-10-06 16:15:17","1593521378449416192","2019-10-10 10:34:35","1","281479271743488","1622619016330756768","update","1570674876000","2019-10-11 00:56:51","1570674875987","1","20191010"
"1646631852910134572","41dcf20f52aa43a99f1ba27d4b9cf1ca","0","\N","1646631852897543100","1646979965457880712","11","11","2019-10-06 16:23:25","2019-10-10 12:36:31","1622976720644621076","1622976801248643676","1966410996285705600","京FL4550","0","\N","0","0","0","\N","2019-10-06 16:28:27","1593521378449416192","2019-10-10 12:41:32","1","281479271809024","1622975955065651986","update","1570682492745","2019-10-11 00:56:51","1570682492736","1","20191010"
"1646633143556196215","529a7ca03e6d44478bf3ca9b67ad3cc7","0","\N","1646633143543616629","1646962571726379810","11","11","2019-10-06 16:43:55","2019-10-10 08:00:02","1621878692592501039","1621882062450460184","1966406215710232576","京EAN125","0","\N","0","0","0","\N","2019-10-06 16:48:58","1593521378449416192","2019-10-10 08:05:16","1","281479271809024","1621722953411477779","update","1570665916053","2019-10-11 00:56:51","1570665916046","1","20191010"
"1646633724634024059","c7933ade04e945c8bd00349418aad4cf","0","\N","1646633724621431155","1647000765669911326","11","11","2019-10-06 16:53:10","2019-10-10 18:07:07","1622807408806768734","1623009781206586773","1966446558027649536","京NW2H19","0","\N","0","0","0","\N","2019-10-06 16:58:12","1593521378449416192","2019-10-10 18:12:09","1","281479271743488","1620806943859818498","update","1570702329370","2019-10-11 00:56:51","1570702329365","1","20191010"
